,Use CaseType ,LTE/5G UE Category,Technology Supported ,Day,Time,GBR,Packet Loss Rate (Reliability),Packet Delay Budget (Latency),Slice Type (Output)
60285,3,5,2,6,21,2,3,1,3
60286,3,5,2,6,22,2,3,1,3
60287,3,5,2,6,23,2,3,1,3
60288,3,5,2,7,0,2,3,1,3
60289,3,5,2,7,1,2,3,1,3
60290,3,5,2,7,2,2,3,1,3
60291,3,5,2,7,3,2,3,1,3
60292,3,5,2,7,4,2,3,1,3
60293,3,5,2,7,5,2,3,1,3
60294,3,5,2,7,6,2,3,1,3
60295,3,5,2,7,7,2,3,1,3
60296,3,5,2,7,8,2,3,1,3
60297,3,5,2,7,9,2,3,1,3
60298,3,5,2,7,10,2,3,1,3
60299,3,5,2,7,11,2,3,1,3
60300,3,5,2,7,12,2,3,1,3
60301,3,5,2,7,13,2,3,1,3
60302,3,5,2,7,14,2,3,1,3
60303,3,5,2,7,15,2,3,1,3
60304,3,5,2,7,16,2,3,1,3
60305,3,5,2,7,17,2,3,1,3
60306,3,5,2,7,18,2,3,1,3
60307,3,5,2,7,19,2,3,1,3
60308,3,5,2,7,20,2,3,1,3
60309,3,5,2,7,21,2,3,1,3
60310,3,5,2,7,22,2,3,1,3
60311,3,5,2,7,23,2,3,1,3
60312,3,6,2,1,0,2,3,1,3
60313,3,6,2,1,1,2,3,1,3
60314,3,6,2,1,2,2,3,1,3
60315,3,6,2,1,3,2,3,1,3
60316,3,6,2,1,4,2,3,1,3
60317,3,6,2,1,5,2,3,1,3
60318,3,6,2,1,6,2,3,1,3
60319,3,6,2,1,7,2,3,1,3
60320,3,6,2,1,8,2,3,1,3
60321,3,6,2,1,9,2,3,1,3
60322,3,6,2,1,10,2,3,1,3
60323,3,6,2,1,11,2,3,1,3
60324,3,6,2,1,12,2,3,1,3
60325,3,6,2,1,13,2,3,1,3
60326,3,6,2,1,14,2,3,1,3
60327,3,6,2,1,15,2,3,1,3
60328,3,6,2,1,16,2,3,1,3
60329,3,6,2,1,17,2,3,1,3
60330,3,6,2,1,18,2,3,1,3
60331,3,6,2,1,19,2,3,1,3
60332,3,6,2,1,20,2,3,1,3
60333,3,6,2,1,21,2,3,1,3
60334,3,6,2,1,22,2,3,1,3
60335,3,6,2,1,23,2,3,1,3
60336,3,6,2,2,0,2,3,1,3
60337,3,6,2,2,1,2,3,1,3
60338,3,6,2,2,2,2,3,1,3
60339,3,6,2,2,3,2,3,1,3
60340,3,6,2,2,4,2,3,1,3
60341,3,6,2,2,5,2,3,1,3
60342,3,6,2,2,6,2,3,1,3
60343,3,6,2,2,7,2,3,1,3
60344,3,6,2,2,8,2,3,1,3
60345,3,6,2,2,9,2,3,1,3
60346,3,6,2,2,10,2,3,1,3
60347,3,6,2,2,11,2,3,1,3
60348,3,6,2,2,12,2,3,1,3
60349,3,6,2,2,13,2,3,1,3
60350,3,6,2,2,14,2,3,1,3
60351,3,6,2,2,15,2,3,1,3
60352,3,6,2,2,16,2,3,1,3
60353,3,6,2,2,17,2,3,1,3
60354,3,6,2,2,18,2,3,1,3
60355,3,6,2,2,19,2,3,1,3
60356,3,6,2,2,20,2,3,1,3
60357,3,6,2,2,21,2,3,1,3
60358,3,6,2,2,22,2,3,1,3
60359,3,6,2,2,23,2,3,1,3
60360,3,6,2,3,0,2,3,1,3
60361,3,6,2,3,1,2,3,1,3
60362,3,6,2,3,2,2,3,1,3
60363,3,6,2,3,3,2,3,1,3
60364,3,6,2,3,4,2,3,1,3
60365,3,6,2,3,5,2,3,1,3
60366,3,6,2,3,6,2,3,1,3
60367,3,6,2,3,7,2,3,1,3
60368,3,6,2,3,8,2,3,1,3
60369,3,6,2,3,9,2,3,1,3
60370,3,6,2,3,10,2,3,1,3
60371,3,6,2,3,11,2,3,1,3
60372,3,6,2,3,12,2,3,1,3
60373,3,6,2,3,13,2,3,1,3
60374,3,6,2,3,14,2,3,1,3
60375,3,6,2,3,15,2,3,1,3
60376,3,6,2,3,16,2,3,1,3
60377,3,6,2,3,17,2,3,1,3
60378,3,6,2,3,18,2,3,1,3
60379,3,6,2,3,19,2,3,1,3
60380,3,6,2,3,20,2,3,1,3
60381,3,6,2,3,21,2,3,1,3
60382,3,6,2,3,22,2,3,1,3
60383,3,6,2,3,23,2,3,1,3
60384,3,6,2,4,0,2,3,1,3
60385,3,6,2,4,1,2,3,1,3
60386,3,6,2,4,2,2,3,1,3
60387,3,6,2,4,3,2,3,1,3
60388,3,6,2,4,4,2,3,1,3
60389,3,6,2,4,5,2,3,1,3
60390,3,6,2,4,6,2,3,1,3
60391,3,6,2,4,7,2,3,1,3
60392,3,6,2,4,8,2,3,1,3
60393,3,6,2,4,9,2,3,1,3
60394,3,6,2,4,10,2,3,1,3
60395,3,6,2,4,11,2,3,1,3
60396,3,6,2,4,12,2,3,1,3
60397,3,6,2,4,13,2,3,1,3
60398,3,6,2,4,14,2,3,1,3
60399,3,6,2,4,15,2,3,1,3
60400,3,6,2,4,16,2,3,1,3
60401,3,6,2,4,17,2,3,1,3
60402,3,6,2,4,18,2,3,1,3
60403,3,6,2,4,19,2,3,1,3
60404,3,6,2,4,20,2,3,1,3
60405,3,6,2,4,21,2,3,1,3
60406,3,6,2,4,22,2,3,1,3
60407,3,6,2,4,23,2,3,1,3
60408,3,6,2,5,0,2,3,1,3
60409,3,6,2,5,1,2,3,1,3
60410,3,6,2,5,2,2,3,1,3
60411,3,6,2,5,3,2,3,1,3
60412,3,6,2,5,4,2,3,1,3
60413,3,6,2,5,5,2,3,1,3
60414,3,6,2,5,6,2,3,1,3
60415,3,6,2,5,7,2,3,1,3
60416,3,6,2,5,8,2,3,1,3
60417,3,6,2,5,9,2,3,1,3
60418,3,6,2,5,10,2,3,1,3
60419,3,6,2,5,11,2,3,1,3
60420,3,6,2,5,12,2,3,1,3
60421,3,6,2,5,13,2,3,1,3
60422,3,6,2,5,14,2,3,1,3
60423,3,6,2,5,15,2,3,1,3
60424,3,6,2,5,16,2,3,1,3
60425,3,6,2,5,17,2,3,1,3
60426,3,6,2,5,18,2,3,1,3
60427,3,6,2,5,19,2,3,1,3
60428,3,6,2,5,20,2,3,1,3
60429,3,6,2,5,21,2,3,1,3
60430,3,6,2,5,22,2,3,1,3
60431,3,6,2,5,23,2,3,1,3
60432,3,6,2,6,0,2,3,1,3
60433,3,6,2,6,1,2,3,1,3
60434,3,6,2,6,2,2,3,1,3
60435,3,6,2,6,3,2,3,1,3
60436,3,6,2,6,4,2,3,1,3
60437,3,6,2,6,5,2,3,1,3
60438,3,6,2,6,6,2,3,1,3
60439,3,6,2,6,7,2,3,1,3
60440,3,6,2,6,8,2,3,1,3
60441,3,6,2,6,9,2,3,1,3
60442,3,6,2,6,10,2,3,1,3
60443,3,6,2,6,11,2,3,1,3
60444,3,6,2,6,12,2,3,1,3
60445,3,6,2,6,13,2,3,1,3
60446,3,6,2,6,14,2,3,1,3
60447,3,6,2,6,15,2,3,1,3
60448,3,6,2,6,16,2,3,1,3
60449,3,6,2,6,17,2,3,1,3
60450,3,6,2,6,18,2,3,1,3
60451,3,6,2,6,19,2,3,1,3
60452,3,6,2,6,20,2,3,1,3
60453,3,6,2,6,21,2,3,1,3
60454,3,6,2,6,22,2,3,1,3
60455,3,6,2,6,23,2,3,1,3
60456,3,6,2,7,0,2,3,1,3
60457,3,6,2,7,1,2,3,1,3
60458,3,6,2,7,2,2,3,1,3
60459,3,6,2,7,3,2,3,1,3
60460,3,6,2,7,4,2,3,1,3
60461,3,6,2,7,5,2,3,1,3
60462,3,6,2,7,6,2,3,1,3
60463,3,6,2,7,7,2,3,1,3
60464,3,6,2,7,8,2,3,1,3
60465,3,6,2,7,9,2,3,1,3
60466,3,6,2,7,10,2,3,1,3
60467,3,6,2,7,11,2,3,1,3
60468,3,6,2,7,12,2,3,1,3
60469,3,6,2,7,13,2,3,1,3
60470,3,6,2,7,14,2,3,1,3
60471,3,6,2,7,15,2,3,1,3
60472,3,6,2,7,16,2,3,1,3
60473,3,6,2,7,17,2,3,1,3
60474,3,6,2,7,18,2,3,1,3
60475,3,6,2,7,19,2,3,1,3
60476,3,6,2,7,20,2,3,1,3
60477,3,6,2,7,21,2,3,1,3
60478,3,6,2,7,22,2,3,1,3
60479,3,6,2,7,23,2,3,1,3
60480,3,7,2,1,0,2,3,1,3
60481,3,7,2,1,1,2,3,1,3
60482,3,7,2,1,2,2,3,1,3
60483,3,7,2,1,3,2,3,1,3
60484,3,7,2,1,4,2,3,1,3
60485,3,7,2,1,5,2,3,1,3
60486,3,7,2,1,6,2,3,1,3
60487,3,7,2,1,7,2,3,1,3
60488,3,7,2,1,8,2,3,1,3
60489,3,7,2,1,9,2,3,1,3
60490,3,7,2,1,10,2,3,1,3
60491,3,7,2,1,11,2,3,1,3
60492,3,7,2,1,12,2,3,1,3
60493,3,7,2,1,13,2,3,1,3
60494,3,7,2,1,14,2,3,1,3
60495,3,7,2,1,15,2,3,1,3
60496,3,7,2,1,16,2,3,1,3
60497,3,7,2,1,17,2,3,1,3
60498,3,7,2,1,18,2,3,1,3
60499,3,7,2,1,19,2,3,1,3
60500,3,7,2,1,20,2,3,1,3
60501,3,7,2,1,21,2,3,1,3
60502,3,7,2,1,22,2,3,1,3
60503,3,7,2,1,23,2,3,1,3
60504,3,7,2,2,0,2,3,1,3
60505,3,7,2,2,1,2,3,1,3
60506,3,7,2,2,2,2,3,1,3
60507,3,7,2,2,3,2,3,1,3
60508,3,7,2,2,4,2,3,1,3
60509,3,7,2,2,5,2,3,1,3
60510,3,7,2,2,6,2,3,1,3
60511,3,7,2,2,7,2,3,1,3
60512,3,7,2,2,8,2,3,1,3
60513,3,7,2,2,9,2,3,1,3
60514,3,7,2,2,10,2,3,1,3
60515,3,7,2,2,11,2,3,1,3
60516,3,7,2,2,12,2,3,1,3
60517,3,7,2,2,13,2,3,1,3
60518,3,7,2,2,14,2,3,1,3
60519,3,7,2,2,15,2,3,1,3
60520,3,7,2,2,16,2,3,1,3
60521,3,7,2,2,17,2,3,1,3
60522,3,7,2,2,18,2,3,1,3
60523,3,7,2,2,19,2,3,1,3
60524,3,7,2,2,20,2,3,1,3
60525,3,7,2,2,21,2,3,1,3
60526,3,7,2,2,22,2,3,1,3
60527,3,7,2,2,23,2,3,1,3
60528,3,7,2,3,0,2,3,1,3
60529,3,7,2,3,1,2,3,1,3
60530,3,7,2,3,2,2,3,1,3
60531,3,7,2,3,3,2,3,1,3
60532,3,7,2,3,4,2,3,1,3
60533,3,7,2,3,5,2,3,1,3
60534,3,7,2,3,6,2,3,1,3
60535,3,7,2,3,7,2,3,1,3
60536,3,7,2,3,8,2,3,1,3
60537,3,7,2,3,9,2,3,1,3
60538,3,7,2,3,10,2,3,1,3
60539,3,7,2,3,11,2,3,1,3
60540,3,7,2,3,12,2,3,1,3
60541,3,7,2,3,13,2,3,1,3
60542,3,7,2,3,14,2,3,1,3
60543,3,7,2,3,15,2,3,1,3
60544,3,7,2,3,16,2,3,1,3
60545,3,7,2,3,17,2,3,1,3
60546,3,7,2,3,18,2,3,1,3
60547,3,7,2,3,19,2,3,1,3
60548,3,7,2,3,20,2,3,1,3
60549,3,7,2,3,21,2,3,1,3
60550,3,7,2,3,22,2,3,1,3
60551,3,7,2,3,23,2,3,1,3
60552,3,7,2,4,0,2,3,1,3
60553,3,7,2,4,1,2,3,1,3
60554,3,7,2,4,2,2,3,1,3
60555,3,7,2,4,3,2,3,1,3
60556,3,7,2,4,4,2,3,1,3
60557,3,7,2,4,5,2,3,1,3
60558,3,7,2,4,6,2,3,1,3
60559,3,7,2,4,7,2,3,1,3
60560,3,7,2,4,8,2,3,1,3
60561,3,7,2,4,9,2,3,1,3
60562,3,7,2,4,10,2,3,1,3
60563,3,7,2,4,11,2,3,1,3
60564,3,7,2,4,12,2,3,1,3
60565,3,7,2,4,13,2,3,1,3
60566,3,7,2,4,14,2,3,1,3
60567,3,7,2,4,15,2,3,1,3
60568,3,7,2,4,16,2,3,1,3
60569,3,7,2,4,17,2,3,1,3
60570,3,7,2,4,18,2,3,1,3
60571,3,7,2,4,19,2,3,1,3
60572,3,7,2,4,20,2,3,1,3
60573,3,7,2,4,21,2,3,1,3
60574,3,7,2,4,22,2,3,1,3
60575,3,7,2,4,23,2,3,1,3
60576,3,7,2,5,0,2,3,1,3
60577,3,7,2,5,1,2,3,1,3
60578,3,7,2,5,2,2,3,1,3
60579,3,7,2,5,3,2,3,1,3
60580,3,7,2,5,4,2,3,1,3
60581,3,7,2,5,5,2,3,1,3
60582,3,7,2,5,6,2,3,1,3
60583,3,7,2,5,7,2,3,1,3
60584,3,7,2,5,8,2,3,1,3
60585,3,7,2,5,9,2,3,1,3
60586,3,7,2,5,10,2,3,1,3
60587,3,7,2,5,11,2,3,1,3
60588,3,7,2,5,12,2,3,1,3
60589,3,7,2,5,13,2,3,1,3
60590,3,7,2,5,14,2,3,1,3
60591,3,7,2,5,15,2,3,1,3
60592,3,7,2,5,16,2,3,1,3
60593,3,7,2,5,17,2,3,1,3
60594,3,7,2,5,18,2,3,1,3
60595,3,7,2,5,19,2,3,1,3
60596,3,7,2,5,20,2,3,1,3
60597,3,7,2,5,21,2,3,1,3
60598,3,7,2,5,22,2,3,1,3
60599,3,7,2,5,23,2,3,1,3
60600,3,7,2,6,0,2,3,1,3
60601,3,7,2,6,1,2,3,1,3
60602,3,7,2,6,2,2,3,1,3
60603,3,7,2,6,3,2,3,1,3
60604,3,7,2,6,4,2,3,1,3
60605,3,7,2,6,5,2,3,1,3
60606,3,7,2,6,6,2,3,1,3
60607,3,7,2,6,7,2,3,1,3
60608,3,7,2,6,8,2,3,1,3
60609,3,7,2,6,9,2,3,1,3
60610,3,7,2,6,10,2,3,1,3
60611,3,7,2,6,11,2,3,1,3
60612,3,7,2,6,12,2,3,1,3
60613,3,7,2,6,13,2,3,1,3
60614,3,7,2,6,14,2,3,1,3
60615,3,7,2,6,15,2,3,1,3
60616,3,7,2,6,16,2,3,1,3
60617,3,7,2,6,17,2,3,1,3
60618,3,7,2,6,18,2,3,1,3
60619,3,7,2,6,19,2,3,1,3
60620,3,7,2,6,20,2,3,1,3
60621,3,7,2,6,21,2,3,1,3
60622,3,7,2,6,22,2,3,1,3
60623,3,7,2,6,23,2,3,1,3
60624,3,7,2,7,0,2,3,1,3
60625,3,7,2,7,1,2,3,1,3
60626,3,7,2,7,2,2,3,1,3
60627,3,7,2,7,3,2,3,1,3
60628,3,7,2,7,4,2,3,1,3
60629,3,7,2,7,5,2,3,1,3
60630,3,7,2,7,6,2,3,1,3
60631,3,7,2,7,7,2,3,1,3
60632,3,7,2,7,8,2,3,1,3
60633,3,7,2,7,9,2,3,1,3
60634,3,7,2,7,10,2,3,1,3
60635,3,7,2,7,11,2,3,1,3
60636,3,7,2,7,12,2,3,1,3
60637,3,7,2,7,13,2,3,1,3
60638,3,7,2,7,14,2,3,1,3
60639,3,7,2,7,15,2,3,1,3
60640,3,7,2,7,16,2,3,1,3
60641,3,7,2,7,17,2,3,1,3
60642,3,7,2,7,18,2,3,1,3
60643,3,7,2,7,19,2,3,1,3
60644,3,7,2,7,20,2,3,1,3
60645,3,7,2,7,21,2,3,1,3
60646,3,7,2,7,22,2,3,1,3
60647,3,7,2,7,23,2,3,1,3
60648,3,8,2,1,0,2,3,1,3
60649,3,8,2,1,1,2,3,1,3
60650,3,8,2,1,2,2,3,1,3
60651,3,8,2,1,3,2,3,1,3
60652,3,8,2,1,4,2,3,1,3
60653,3,8,2,1,5,2,3,1,3
60654,3,8,2,1,6,2,3,1,3
60655,3,8,2,1,7,2,3,1,3
60656,3,8,2,1,8,2,3,1,3
60657,3,8,2,1,9,2,3,1,3
60658,3,8,2,1,10,2,3,1,3
60659,3,8,2,1,11,2,3,1,3
60660,3,8,2,1,12,2,3,1,3
60661,3,8,2,1,13,2,3,1,3
60662,3,8,2,1,14,2,3,1,3
60663,3,8,2,1,15,2,3,1,3
60664,3,8,2,1,16,2,3,1,3
60665,3,8,2,1,17,2,3,1,3
60666,3,8,2,1,18,2,3,1,3
60667,3,8,2,1,19,2,3,1,3
60668,3,8,2,1,20,2,3,1,3
60669,3,8,2,1,21,2,3,1,3
60670,3,8,2,1,22,2,3,1,3
60671,3,8,2,1,23,2,3,1,3
60672,3,8,2,2,0,2,3,1,3
60673,3,8,2,2,1,2,3,1,3
60674,3,8,2,2,2,2,3,1,3
60675,3,8,2,2,3,2,3,1,3
60676,3,8,2,2,4,2,3,1,3
60677,3,8,2,2,5,2,3,1,3
60678,3,8,2,2,6,2,3,1,3
60679,3,8,2,2,7,2,3,1,3
60680,3,8,2,2,8,2,3,1,3
60681,3,8,2,2,9,2,3,1,3
60682,3,8,2,2,10,2,3,1,3
60683,3,8,2,2,11,2,3,1,3
60684,3,8,2,2,12,2,3,1,3
60685,3,8,2,2,13,2,3,1,3
60686,3,8,2,2,14,2,3,1,3
60687,3,8,2,2,15,2,3,1,3
60688,3,8,2,2,16,2,3,1,3
60689,3,8,2,2,17,2,3,1,3
60690,3,8,2,2,18,2,3,1,3
60691,3,8,2,2,19,2,3,1,3
60692,3,8,2,2,20,2,3,1,3
60693,3,8,2,2,21,2,3,1,3
60694,3,8,2,2,22,2,3,1,3
60695,3,8,2,2,23,2,3,1,3
60696,3,8,2,3,0,2,3,1,3
60697,3,8,2,3,1,2,3,1,3
60698,3,8,2,3,2,2,3,1,3
60699,3,8,2,3,3,2,3,1,3
60700,3,8,2,3,4,2,3,1,3
60701,3,8,2,3,5,2,3,1,3
60702,3,8,2,3,6,2,3,1,3
60703,3,8,2,3,7,2,3,1,3
60704,3,8,2,3,8,2,3,1,3
60705,3,8,2,3,9,2,3,1,3
60706,3,8,2,3,10,2,3,1,3
60707,3,8,2,3,11,2,3,1,3
60708,3,8,2,3,12,2,3,1,3
60709,3,8,2,3,13,2,3,1,3
60710,3,8,2,3,14,2,3,1,3
60711,3,8,2,3,15,2,3,1,3
60712,3,8,2,3,16,2,3,1,3
60713,3,8,2,3,17,2,3,1,3
60714,3,8,2,3,18,2,3,1,3
60715,3,8,2,3,19,2,3,1,3
60716,3,8,2,3,20,2,3,1,3
60717,3,8,2,3,21,2,3,1,3
60718,3,8,2,3,22,2,3,1,3
60719,3,8,2,3,23,2,3,1,3
60720,3,8,2,4,0,2,3,1,3
60721,3,8,2,4,1,2,3,1,3
60722,3,8,2,4,2,2,3,1,3
60723,3,8,2,4,3,2,3,1,3
60724,3,8,2,4,4,2,3,1,3
60725,3,8,2,4,5,2,3,1,3
60726,3,8,2,4,6,2,3,1,3
60727,3,8,2,4,7,2,3,1,3
60728,3,8,2,4,8,2,3,1,3
60729,3,8,2,4,9,2,3,1,3
60730,3,8,2,4,10,2,3,1,3
60731,3,8,2,4,11,2,3,1,3
60732,3,8,2,4,12,2,3,1,3
60733,3,8,2,4,13,2,3,1,3
60734,3,8,2,4,14,2,3,1,3
60735,3,8,2,4,15,2,3,1,3
60736,3,8,2,4,16,2,3,1,3
60737,3,8,2,4,17,2,3,1,3
60738,3,8,2,4,18,2,3,1,3
60739,3,8,2,4,19,2,3,1,3
60740,3,8,2,4,20,2,3,1,3
60741,3,8,2,4,21,2,3,1,3
60742,3,8,2,4,22,2,3,1,3
60743,3,8,2,4,23,2,3,1,3
60744,3,8,2,5,0,2,3,1,3
60745,3,8,2,5,1,2,3,1,3
60746,3,8,2,5,2,2,3,1,3
60747,3,8,2,5,3,2,3,1,3
60748,3,8,2,5,4,2,3,1,3
60749,3,8,2,5,5,2,3,1,3
60750,3,8,2,5,6,2,3,1,3
60751,3,8,2,5,7,2,3,1,3
60752,3,8,2,5,8,2,3,1,3
60753,3,8,2,5,9,2,3,1,3
60754,3,8,2,5,10,2,3,1,3
60755,3,8,2,5,11,2,3,1,3
60756,3,8,2,5,12,2,3,1,3
60757,3,8,2,5,13,2,3,1,3
60758,3,8,2,5,14,2,3,1,3
60759,3,8,2,5,15,2,3,1,3
60760,3,8,2,5,16,2,3,1,3
60761,3,8,2,5,17,2,3,1,3
60762,3,8,2,5,18,2,3,1,3
60763,3,8,2,5,19,2,3,1,3
60764,3,8,2,5,20,2,3,1,3
60765,3,8,2,5,21,2,3,1,3
60766,3,8,2,5,22,2,3,1,3
60767,3,8,2,5,23,2,3,1,3
60768,3,8,2,6,0,2,3,1,3
60769,3,8,2,6,1,2,3,1,3
60770,3,8,2,6,2,2,3,1,3
60771,3,8,2,6,3,2,3,1,3
60772,3,8,2,6,4,2,3,1,3
60773,3,8,2,6,5,2,3,1,3
60774,3,8,2,6,6,2,3,1,3
60775,3,8,2,6,7,2,3,1,3
60776,3,8,2,6,8,2,3,1,3
60777,3,8,2,6,9,2,3,1,3
60778,3,8,2,6,10,2,3,1,3
60779,3,8,2,6,11,2,3,1,3
60780,3,8,2,6,12,2,3,1,3
60781,3,8,2,6,13,2,3,1,3
60782,3,8,2,6,14,2,3,1,3
60783,3,8,2,6,15,2,3,1,3
60784,3,8,2,6,16,2,3,1,3
60785,3,8,2,6,17,2,3,1,3
60786,3,8,2,6,18,2,3,1,3
60787,3,8,2,6,19,2,3,1,3
60788,3,8,2,6,20,2,3,1,3
60789,3,8,2,6,21,2,3,1,3
60790,3,8,2,6,22,2,3,1,3
60791,3,8,2,6,23,2,3,1,3
60792,3,8,2,7,0,2,3,1,3
60793,3,8,2,7,1,2,3,1,3
60794,3,8,2,7,2,2,3,1,3
60795,3,8,2,7,3,2,3,1,3
60796,3,8,2,7,4,2,3,1,3
60797,3,8,2,7,5,2,3,1,3
60798,3,8,2,7,6,2,3,1,3
60799,3,8,2,7,7,2,3,1,3
60800,3,8,2,7,8,2,3,1,3
60801,3,8,2,7,9,2,3,1,3
60802,3,8,2,7,10,2,3,1,3
60803,3,8,2,7,11,2,3,1,3
60804,3,8,2,7,12,2,3,1,3
60805,3,8,2,7,13,2,3,1,3
60806,3,8,2,7,14,2,3,1,3
60807,3,8,2,7,15,2,3,1,3
60808,3,8,2,7,16,2,3,1,3
60809,3,8,2,7,17,2,3,1,3
60810,3,8,2,7,18,2,3,1,3
60811,3,8,2,7,19,2,3,1,3
60812,3,8,2,7,20,2,3,1,3
60813,3,8,2,7,21,2,3,1,3
60814,3,8,2,7,22,2,3,1,3
60815,3,8,2,7,23,2,3,1,3
60816,3,9,2,1,0,2,3,1,3
60817,3,9,2,1,1,2,3,1,3
60818,3,9,2,1,2,2,3,1,3
60819,3,9,2,1,3,2,3,1,3
60820,3,9,2,1,4,2,3,1,3
60821,3,9,2,1,5,2,3,1,3
60822,3,9,2,1,6,2,3,1,3
60823,3,9,2,1,7,2,3,1,3
60824,3,9,2,1,8,2,3,1,3
60825,3,9,2,1,9,2,3,1,3
60826,3,9,2,1,10,2,3,1,3
60827,3,9,2,1,11,2,3,1,3
60828,3,9,2,1,12,2,3,1,3
60829,3,9,2,1,13,2,3,1,3
60830,3,9,2,1,14,2,3,1,3
60831,3,9,2,1,15,2,3,1,3
60832,3,9,2,1,16,2,3,1,3
60833,3,9,2,1,17,2,3,1,3
60834,3,9,2,1,18,2,3,1,3
60835,3,9,2,1,19,2,3,1,3
60836,3,9,2,1,20,2,3,1,3
60837,3,9,2,1,21,2,3,1,3
60838,3,9,2,1,22,2,3,1,3
60839,3,9,2,1,23,2,3,1,3
60840,3,9,2,2,0,2,3,1,3
60841,3,9,2,2,1,2,3,1,3
60842,3,9,2,2,2,2,3,1,3
60843,3,9,2,2,3,2,3,1,3
60844,3,9,2,2,4,2,3,1,3
60845,3,9,2,2,5,2,3,1,3
60846,3,9,2,2,6,2,3,1,3
60847,3,9,2,2,7,2,3,1,3
60848,3,9,2,2,8,2,3,1,3
60849,3,9,2,2,9,2,3,1,3
60850,3,9,2,2,10,2,3,1,3
60851,3,9,2,2,11,2,3,1,3
60852,3,9,2,2,12,2,3,1,3
60853,3,9,2,2,13,2,3,1,3
60854,3,9,2,2,14,2,3,1,3
60855,3,9,2,2,15,2,3,1,3
60856,3,9,2,2,16,2,3,1,3
60857,3,9,2,2,17,2,3,1,3
60858,3,9,2,2,18,2,3,1,3
60859,3,9,2,2,19,2,3,1,3
60860,3,9,2,2,20,2,3,1,3
60861,3,9,2,2,21,2,3,1,3
60862,3,9,2,2,22,2,3,1,3
60863,3,9,2,2,23,2,3,1,3
60864,3,9,2,3,0,2,3,1,3
60865,3,9,2,3,1,2,3,1,3
60866,3,9,2,3,2,2,3,1,3
60867,3,9,2,3,3,2,3,1,3
60868,3,9,2,3,4,2,3,1,3
60869,3,9,2,3,5,2,3,1,3
60870,3,9,2,3,6,2,3,1,3
60871,3,9,2,3,7,2,3,1,3
60872,3,9,2,3,8,2,3,1,3
60873,3,9,2,3,9,2,3,1,3
60874,3,9,2,3,10,2,3,1,3
60875,3,9,2,3,11,2,3,1,3
60876,3,9,2,3,12,2,3,1,3
60877,3,9,2,3,13,2,3,1,3
60878,3,9,2,3,14,2,3,1,3
60879,3,9,2,3,15,2,3,1,3
60880,3,9,2,3,16,2,3,1,3
60881,3,9,2,3,17,2,3,1,3
60882,3,9,2,3,18,2,3,1,3
60883,3,9,2,3,19,2,3,1,3
60884,3,9,2,3,20,2,3,1,3
60885,3,9,2,3,21,2,3,1,3
60886,3,9,2,3,22,2,3,1,3
60887,3,9,2,3,23,2,3,1,3
60888,3,9,2,4,0,2,3,1,3
60889,3,9,2,4,1,2,3,1,3
60890,3,9,2,4,2,2,3,1,3
60891,3,9,2,4,3,2,3,1,3
60892,3,9,2,4,4,2,3,1,3
60893,3,9,2,4,5,2,3,1,3
60894,3,9,2,4,6,2,3,1,3
60895,3,9,2,4,7,2,3,1,3
60896,3,9,2,4,8,2,3,1,3
60897,3,9,2,4,9,2,3,1,3
60898,3,9,2,4,10,2,3,1,3
60899,3,9,2,4,11,2,3,1,3
60900,3,9,2,4,12,2,3,1,3
60901,3,9,2,4,13,2,3,1,3
60902,3,9,2,4,14,2,3,1,3
60903,3,9,2,4,15,2,3,1,3
60904,3,9,2,4,16,2,3,1,3
60905,3,9,2,4,17,2,3,1,3
60906,3,9,2,4,18,2,3,1,3
60907,3,9,2,4,19,2,3,1,3
60908,3,9,2,4,20,2,3,1,3
60909,3,9,2,4,21,2,3,1,3
60910,3,9,2,4,22,2,3,1,3
60911,3,9,2,4,23,2,3,1,3
60912,3,9,2,5,0,2,3,1,3
60913,3,9,2,5,1,2,3,1,3
60914,3,9,2,5,2,2,3,1,3
60915,3,9,2,5,3,2,3,1,3
60916,3,9,2,5,4,2,3,1,3
60917,3,9,2,5,5,2,3,1,3
60918,3,9,2,5,6,2,3,1,3
60919,3,9,2,5,7,2,3,1,3
60920,3,9,2,5,8,2,3,1,3
60921,3,9,2,5,9,2,3,1,3
60922,3,9,2,5,10,2,3,1,3
60923,3,9,2,5,11,2,3,1,3
60924,3,9,2,5,12,2,3,1,3
60925,3,9,2,5,13,2,3,1,3
60926,3,9,2,5,14,2,3,1,3
60927,3,9,2,5,15,2,3,1,3
60928,3,9,2,5,16,2,3,1,3
60929,3,9,2,5,17,2,3,1,3
60930,3,9,2,5,18,2,3,1,3
60931,3,9,2,5,19,2,3,1,3
60932,3,9,2,5,20,2,3,1,3
60933,3,9,2,5,21,2,3,1,3
60934,3,9,2,5,22,2,3,1,3
60935,3,9,2,5,23,2,3,1,3
60936,3,9,2,6,0,2,3,1,3
60937,3,9,2,6,1,2,3,1,3
60938,3,9,2,6,2,2,3,1,3
60939,3,9,2,6,3,2,3,1,3
60940,3,9,2,6,4,2,3,1,3
60941,3,9,2,6,5,2,3,1,3
60942,3,9,2,6,6,2,3,1,3
60943,3,9,2,6,7,2,3,1,3
60944,3,9,2,6,8,2,3,1,3
60945,3,9,2,6,9,2,3,1,3
60946,3,9,2,6,10,2,3,1,3
60947,3,9,2,6,11,2,3,1,3
